example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,google_gemini_3_1_pro_preview_faithfulness,google_gemini_3_1_pro_preview_relevance,google_gemini_3_1_pro_preview_conciseness,google_gemini_3_1_pro_preview_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality,gold_bertscore,answer_quality
57,"Who is the older mixed martial artiest, Yushin Okami or Nate Marquardt?",Nate Marquardt,"Nate Marquardt is older. He was born on April 20, 1979, while Yushin Okami was born on July 21, 1981. Marquardt is two years older than Okami.",True,0.1666666666666666,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,835,bge,3,ollama,local,hotpotqa,42,hard,bridge,8378.584499994759,none,,substring,"Yushin Okami (岡見 勇信 , Okami Yūshin , born July 21, 1981) is a Japanese mixed martial artist currently competing in the Light Heavyweight division of the UFC.  A professional competitor since 2002, Okami has also formerly competed for PRIDE, Pancrase, M-1 Global, World Series of Fighting, and Professional Fighters League.  He holds notable wins over Mark Munoz, Hector Lombard, Alan Belcher (twice),Anderson Silva (Via DQ), Nate Marquardt, former MMA fighter Evan Tanner and Mike Swick.

---

## Nate Marquardt
Nathan Joel ""Nate"" Marquardt (born April 20, 1979) is an American mixed martial artist competing in the middleweight division of the Ultimate Fighting Championship.  A professional competitor since 1999, he is a former Strikeforce Welterweight Champion and a three-time Pancrase Middleweight Champion.

---

## Yushin Okami",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8802403211593628,poor
58,Atlantic Southeast Airlines is a subsidiary of a company headquartered in what city?,"St. George, Utah","Atlantic Southeast Airlines (ASA) was a wholly owned subsidiary of SkyWest, Inc., as stated in the context. The context does not explicitly specify the headquarters city of SkyWest, Inc. However, the context mentions that ASA's main hub was at Hartsfield-Jackson Atlanta International Airport (ATL) and that ASA was based in College Park, Georgia. Given that ASA is a subsidiary of SkyWest, Inc. and the context references Atlanta multiple times (e.g., in the flight incident description and the hub location), the headquarters city of SkyWest, Inc. is Atlanta, Georgia. This conclusion is derived solely from the provided context, which indicates Atlanta as the relevant city for the airline operations and hub.

Answer: Atlanta",False,0.0,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,1138,bge,3,ollama,local,hotpotqa,42,medium,bridge,39050.83899998863,retrieval,high,substring,"---

## Atlantic Southeast Airlines
Atlantic Southeast Airlines (ASA) was an American airline based in the A-Tech Center in College Park, Georgia, flying to 144 destinations as a Delta Connection carrier and, as of February 2010, commenced service as a United Express carrier.  It was a wholly owned subsidiary of SkyWest, Inc. ASA operated nearly 900 flights each day.  Its main hub was at Hartsfield-Jackson Atlanta International Airport (ATL).  ASA changed its name to ExpressJet in 2011.

---

---

## Southeastern Airlines
Southeastern Airlines was a regional airline that was acquired by Atlantic Southeast Airlines, a Delta Connection carrier, on April 1, 1983.  It was formed in 1982 by Atlanta entrepreneur Michael J. Brady, who had formerly been head of Eastern Metro Express, a feeder for Eastern Airlines.

---

---

## Atlantic Southeast Airlines Flight 2254
On April 9, 1990, Atlantic Southeast Airlines flight 2254 from Muscle Shoals, Alabama to Gadsden, Alabama to Atlanta, Georgia was involved in a mid-air collision with a Cessna 172 over Gadsden resulting in the death of the pilot and passenger of the Cessna 172.

---",True,False,False,3.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.6666666666666665,,,,,1.0,5.0,2.0,2.6666666666666665,2.0,2.0,3.0,2.333333333333333,2.0,4.0,2.0,2.6666666666666665,0.8125427961349487,poor
59,In the 2016'census what is the population of the urban area in which the poet Robert Dwyer Joyce was born ?,"94,192","The context states that Robert Dwyer Joyce is described as ""Limerick-born"" in the first paragraph. Additionally, the context specifies that ""Limerick is the third most populous urban area in the state"" with a population of ""94,192 (2016 census)"". Therefore, the population of the urban area in which Robert Dwyer Joyce was born (Limerick) in the 2016 census is 94,192.

Answer: 94,192",True,0.048780487804878,recursive,500,100,28,ollama,mxbai-embed-large,1024,hybrid,10,3,904,bge,3,ollama,local,hotpotqa,42,medium,bridge,20491.32509999617,none,,substring,"""The Wind That Shakes the Barley"" is an Irish ballad written by Robert Dwyer Joyce (1836–1883), a Limerick-born poet and professor of English literature.  The song is written from the perspective of a doomed young Wexford rebel who is about to sacrifice his relationship with his loved one and plunge into the cauldron of violence associated with the 1798 rebellion in Ireland.  The references to barley in the song derive from the fact that the rebels often carried barley or oats in their pockets

---

## Robert Dwyer Joyce
Robert Dwyer Joyce (1830-1883) was an Irish poet, writer, and collector of traditional Irish music.

---

located at the head of the Shannon Estuary where the river widens before it flows into the Atlantic Ocean.  With a population of 94,192 (2016 census), Limerick is the third most populous urban area in the state, and the fourth most populous city on the island of Ireland.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,,,,,4.0,5.0,4.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,0.8054636716842651,poor
60,"What is the birthdate of this Slovenian football coach and former international player, who managed ND Črnuče in their golden years?",27 May 1947,27 May 1947,True,1.0,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,976,bge,3,ollama,local,hotpotqa,42,medium,bridge,6521.553999991738,none,,substring,"Nogometno Društvo Črnuče, commonly referred to as ND Črnuče or simply Črnuče, is a Slovenian football club from the town of Črnuče, founded in 1971.  Their golden years came in the mid-1990s, when they were managed by Slovenian football legend Branko Oblak, who came to Črnuče as manager in 1994.  They have won the Slovenian Third League and finished in the third place in the 1995–96 Slovenian Second League, but then refused promotion.  They merged with nearby NK Factor in 1997 and the team

---

## Branko Oblak
Branko Oblak (born 27 May 1947 in Ljubljana, PR Slovenia, FPR Yugoslavia) is a Slovenian football coach and former international player.  He usually played as an attacking midfielder or deep-lying playmaker.

---

The club had its golden years in the 1990s when they managed to win the Slovenian Cup.  During this period they were also runners-up in the Slovenian first division twice and finalists in the Slovenian cup and Slovenian Supercup on one occasion.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0000001192092896,good
61,"Who was the lead singer of the country music group that includes ""Strong Enough"" on its discography?",Henry Paul,"The provided context specifies that ""Strong Enough"" is the second studio album by the American country music band Blackhawk. However, the context does not mention the lead singer of Blackhawk or any other group. The question asks for the lead singer of the country music group that includes ""Strong Enough"" in its discography, but the context only identifies Blackhawk as the group without providing information about its lead singer. Therefore, the answer cannot be determined from the provided context.

Answer: The provided context does not specify the lead singer of the country music group.",False,0.0,recursive,500,100,10,ollama,mxbai-embed-large,1024,hybrid,10,3,1214,bge,3,ollama,local,hotpotqa,42,medium,bridge,37127.20309999713,retrieval,high,substring,"---

## Strong Enough (Blackhawk album)
Strong Enough is the second studio album by the American country music band Blackhawk, released in 1995.  It features the singles ""I'm Not Strong Enough to Say No"", ""Like There Ain't No Yesterday"", ""Almost a Memory Now"", ""Big Guitar"", and ""King of the World"", which respectively reached numbers 2, 3, 11, 17, and 49 on the Hot Country Songs charts.  The album itself earned RIAA gold certification for sales of 500,000 copies.

---

---

## Strong Enough (Travis Tritt album)
Strong Enough is American country music artist Travis Tritt's eighth album, released on Columbia Records Nashville in 2002.  The tracks ""Strong Enough To Be Your Man"" (an answer song to Sheryl Crow's 1995 single ""Strong Enough"") and ""Country Ain't Country"" were released as singles, respectively reaching #13 and #26 on the ""Billboard"" country charts.

---

---

## Revival (Tara Oram album)
Revival is the second studio album by Canadian country music singer Tara Oram.  It was released in Canada on July 19, 2011.  The album features twelve tracks – eleven original songs and a cover of the Sheryl Crow song ""Strong Enough.""  Oram co-wrote two of the tracks, ""Can't Get Past"" and ""Overalls.""

---",True,False,False,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.666666666666667,,,,,5.0,4.0,4.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,0.7834780216217041,poor
62,Vital Borkelmans was an assistant manager in 2012 to which current Ivory Coast manager for the Belgian national team?,Marc Robert Wilmots,Marc Wilmots,False,0.8,recursive,500,100,32,ollama,mxbai-embed-large,1024,hybrid,10,3,602,bge,3,ollama,local,hotpotqa,42,medium,bridge,20940.055300001404,generation,high,substring,"## Marc Wilmots
Marc Robert Wilmots (born 22 February 1969) is a Belgian international former footballer and the current manager of the Ivory Coast.  With five goals, he is Belgium's all-time top scorer at the FIFA World Cup.  During his club career as attacking midfielder, he won trophies with KV Mechelen, Standard Liège and Schalke 04.

---

Belgian Second Division, but fired following the relegation to the Belgian Third Division following the 2011-12 season.  In July 2012, Borkelmans was revealed as assistant manager to Marc Wilmots for the Belgium national football team.

## Vital Borkelmans",True,True,True,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,2.0,4.0,5.0,3.6666666666666665,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9718729853630066,good
63,"The actor that plays Luke Ross on the series ""Jessie"" also performed what song released in 2017 by Walt Disney Records?","""Ways to Be Wicked""",Ways to Be Wicked,False,0.5,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,1139,bge,3,ollama,local,hotpotqa,42,medium,bridge,11293.27409999678,generation,high,substring,"---

## Cameron Boyce
Cameron Boyce (born May 28, 1999) is an American actor best known for his roles in the feature films ""Mirrors"", ""Eagle Eye"", ""Descendants"", ""Grown Ups"", and ""Grown Ups 2"", as well as for his starring roles as Luke Ross on the Disney Channel comedy series ""Jessie"" and as Conor on the Disney XD series ""Gamer's Guide to Pretty Much Everything"".

---

""Jessie"" is an American sitcom that originally aired on Disney Channel from September 30, 2011 to October 16, 2015.  The series was created and executive produced by Pamela Eells O'Connell and stars Debby Ryan as Jessie Prescott, a small town Texas girl who moves to New York City to try to become an actress, but instead she becomes a nanny to a high-profile couple's four children: Emma Ross (Peyton List), Luke Ross (Cameron Boyce), Ravi Ross (Karan Brar), and Zuri Ross (Skai Jackson).

---

## Ways to Be Wicked (Descendants song)
""Ways to Be Wicked"", is a song performed by Dove Cameron, Sofia Carson, Cameron Boyce and Booboo Stewart, was premiered on Radio Disney and then was officially released as first single on April 14, 2017 by Walt Disney Records.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9594352841377258,good
64,Is the university where  Ngai-Ling Sum is a co-director at public or private?,public,public,True,1.0,recursive,500,100,30,ollama,mxbai-embed-large,1024,hybrid,10,3,944,bge,3,ollama,local,hotpotqa,42,medium,bridge,26672.235300007746,none,,substring,"---

## Ngai-Ling Sum
Ngai-Ling Sum (born 1952) is a British sociologist and political economist and co-director of the Cultural Political Economy Research Centre at Lancaster University.

---

sector or public.  However, being selected in Public/Government college is more challenge able for students as many students apply for Public colleges as their first desire due to more facilities and highly developed education in Public/Government college.

and 14 (private) universities in Sindh total registered public universities are 10 and private 14 in Sindh for more information regarding universities of Pakistan see the List of medical schools in Pakistan .  Previously, its name was ""'Medical College Admission Test (MCAT)'"" and new name was assigned in 2017.  MDCAT or MCAT is pre-requisite for admission in all Medical college both private sector or public.  However, being selected in Public/Government college is more challenge able for",True,True,True,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,3.6666666666666665,1.0,5.0,5.0,3.6666666666666665,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.6666666666666665,1.0,5.0,5.0,3.6666666666666665,1.0,questionable
65,"Baidu Baike is an encyclopedia that has more articles than the page run by the Wikimedia Foundation, which started on which date?",11 May 2001,"May 11, 2001",False,0.6666666666666666,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,1294,bge,3,ollama,local,hotpotqa,42,medium,bridge,15768.556999988505,generation,high,substring,"Baidu Baike () is a Chinese-language, collaborative, web-based encyclopedia owned and produced by the Chinese search engine Baidu.  Its test version was released on 20 April 2006, and within three weeks the encyclopedia had grown to more than 90,000 articles surpassing the number in Chinese Wikipedia.  By 2008, Hudong.com had surpassed both in article count, but Baidu Baike later became number one again.  The encyclopedia censors its content in accordance with the requirements of the Chinese

---

## Chinese Wikipedia
The Chinese Wikipedia () is the (Standard) Chinese language edition of Wikipedia.  It is run by the Wikimedia Foundation.  Started on 11 May 2001, the Chinese Wikipedia currently has about articles and about registered users, of which have administrative privileges.

---

The Breton Wikipedia (Breton: ""Wikipedia e brezhoneg"" ) is the Breton language version of Wikipedia, run by the Wikimedia Foundation.  It was established in June 2004; as of August 2008 it had over 20,000 articles, making it the 56th largest Wikipedia by article count.  It reached 30,000 articles milestone on October 25, 2009 ranking 51st out of 250 languages Wikipedias; as of February 2010 it had over 31,000 articles, making it the 52nd largest Wikipedia by article count and as April 2011 it",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9637791514396667,good
66,"In which year did this American poet, librettist, and translator who co-wrote ""The Rake's Progress"" born?",1921,1921,True,1.0,recursive,500,100,21,ollama,mxbai-embed-large,1024,hybrid,10,3,893,bge,3,ollama,local,hotpotqa,42,medium,bridge,10657.025699998483,none,,substring,"---

## The Rake's Progress
The Rake's Progress is an opera in three acts and an epilogue by Igor Stravinsky.  The libretto, written by W. H. Auden and Chester Kallman, is based loosely on the eight paintings and engravings ""A Rake's Progress"" (1733–1735) of William Hogarth, which Stravinsky had seen on 2 May 1947, in a Chicago exhibition.

---

---

## Chester Kallman
Chester Simon Kallman (January 7, 1921 – January 18, 1975) was an American poet, librettist, and translator, best known for his collaborations with W. H. Auden and Igor Stravinsky.

---

---

## Terese Svoboda
Terese Svoboda is an American poet, novelist, memoirist, short story writer, librettist, translator, biographer, critic and videomaker.

---

## Arnold Weinstein
Arnold Weinstein (June 10, 1927–September 4, 2005) was an American poet, playwright and librettist, who referred to himself as a ""theatre poet"".

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
